# hard_windows_v1
# video_path	start_frame	end_frame	peak_frame	score	notes
C:/Users/berti/Downloads/new_training_vids/P1030610.MP4	37	57	47	22.800004	track=3,boom=21.2,tip=40.0
C:/Users/berti/Downloads/new_training_vids/P1030610.MP4	64	84	74	31.375474	track=3,boom=14.9,tip=16.3
C:/Users/berti/Downloads/new_training_vids/P1030610.MP4	87	107	97	19.235922	track=3,boom=3.0,tip=24.3
C:/Users/berti/Downloads/new_training_vids/P1030610.MP4	108	128	118	15.623898	track=3,boom=5.1,tip=14.0
C:/Users/berti/Downloads/new_training_vids/P1030610.MP4	129	149	139	38.096085	track=3,boom=3.2,tip=19.1
C:/Users/berti/Downloads/new_training_vids/P1030610.MP4	158	178	168	21.300120	track=3,boom=8.2,tip=5.0
C:/Users/berti/Downloads/new_training_vids/P1030610.MP4	193	213	203	18.413465	track=3,boom=8.1,tip=21.2
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	0	14	4	26.144386	track=1,boom=10.4,tip=18.4
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	22	42	32	36.603046	track=1,boom=6.3,tip=12.0
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	44	64	54	20.832418	track=1,boom=11.2,tip=27.0
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	74	94	84	26.793449	track=5,boom=13.4,tip=60.4
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	95	115	105	13.276877	track=1,boom=1.4,tip=14.6
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	610	630	620	13.145157	track=1,boom=12.1,tip=12.2
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	631	651	641	19.308070	track=1,boom=5.4,tip=25.1
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	655	675	665	21.516514	track=1,boom=8.5,tip=8.1
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	700	720	710	13.228710	track=7,boom=5.7,tip=13.0
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	721	741	731	16.151662	track=1,boom=7.3,tip=9.5
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	877	897	887	15.703268	track=6,boom=2.0,tip=8.1
C:/Users/berti/Downloads/new_training_vids/P1030611.MP4	992	1012	1002	13.026742	track=6,boom=27.9,tip=10.6
C:/Users/berti/Downloads/new_training_vids/P1030618.mov	397	417	407	12.783673	track=1,boom=11.4,tip=6.3
C:/Users/berti/Downloads/new_training_vids/P1030630.MP4	168	188	178	14.254236	track=1,boom=2.8,tip=8.0
C:/Users/berti/Downloads/new_training_vids/P1030630.MP4	255	275	265	13.010785	track=2,boom=5.0,tip=10.3
C:/Users/berti/Downloads/new_training_vids/P1030630.MP4	278	298	288	40.106863	track=2,boom=14.9,tip=16.6
C:/Users/berti/Downloads/new_training_vids/P1030630.MP4	863	883	873	18.405546	track=2,boom=4.1,tip=14.6
C:/Users/berti/Downloads/new_training_vids/P1030630.MP4	957	977	967	17.588393	track=2,boom=8.6,tip=30.0
C:/Users/berti/Downloads/new_training_vids/P1030630.MP4	987	1007	997	14.434280	track=2,boom=3.0,tip=6.3
C:/Users/berti/Downloads/new_training_vids/P1030640.MP4	0	12	2	40.914853	track=2,boom=18.4,tip=55.8
C:/Users/berti/Downloads/new_training_vids/P1030640.MP4	46	66	56	20.855727	track=2,boom=10.2,tip=14.1
C:/Users/berti/Downloads/new_training_vids/P1030640.MP4	96	116	106	13.411314	track=2,boom=8.1,tip=9.2
C:/Users/berti/Downloads/new_training_vids/P1030640.MP4	1437	1457	1447	17.037327	track=1,boom=17.1,tip=28.0
C:/Users/berti/Downloads/new_training_vids/P1030640.MP4	1460	1480	1470	72.064155	track=1,boom=7.6,tip=197.9
C:/Users/berti/Downloads/new_training_vids/P1030640.MP4	1487	1507	1497	17.701129	track=3,boom=5.0,tip=20.1
C:/Users/berti/Downloads/new_training_vids/P1030640.MP4	1560	1580	1570	14.869267	track=3,boom=12.0,tip=6.0
C:/Users/berti/Downloads/new_training_vids/P1030640.MP4	1581	1601	1591	19.061698	track=3,boom=23.3,tip=42.4
C:/Users/berti/Downloads/new_training_vids/P1030640.MP4	1615	1635	1625	13.159975	track=3,boom=10.0,tip=8.1
C:/Users/berti/Downloads/new_training_vids/P1030640.MP4	1763	1783	1773	26.739040	track=3,tip=5.8
C:/Users/berti/Downloads/new_training_vids/P1030687.MP4	226	246	236	28.771401	track=1,tip=41.6
C:/Users/berti/Downloads/new_training_vids/P1030687.MP4	247	267	257	119.858566	track=1,tip=187.0
C:/Users/berti/Downloads/new_training_vids/P1030687.MP4	274	294	284	84.123390	track=1,boom=64.1,tip=41.2
C:/Users/berti/Downloads/new_training_vids/P1030687.MP4	301	321	311	59.844190	track=1,tip=35.1
C:/Users/berti/Downloads/new_training_vids/P1030687.MP4	325	345	335	96.824919	track=1,boom=51.9,tip=50.1
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	0	14	4	30.918647	track=1,boom=13.0,tip=17.1
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	26	46	36	28.221740	track=1,boom=53.0,tip=33.6
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	47	67	57	45.569163	track=1,boom=10.0,tip=68.4
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	68	88	78	37.995071	track=1,boom=29.1,tip=58.3
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	100	120	110	40.912222	track=1,boom=31.2,tip=12.0
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	126	146	136	86.328070	track=1,boom=111.4
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	150	170	160	48.561773	track=1,boom=52.4
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	185	205	195	39.112052	track=1,boom=32.8
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	218	238	228	29.971577	track=1,boom=8.6
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	259	279	269	116.035399	track=1,boom=189.6
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	287	307	297	162.109289	track=1,boom=243.5
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	313	333	323	58.201879	track=1,boom=35.0
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	347	367	357	60.107655	track=1,boom=37.2
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	370	390	380	33.344991	track=1,boom=60.8
C:/Users/berti/Downloads/new_training_vids/P1030699.MP4	393	413	403	65.945605	track=1,boom=70.3,tip=32.2
